"","alg","tune","var","lag","val","sd"
"413","HMC","~tuned","x3",100,-0.00587624564314658,0.0236916638742744
"414","MHS","~tuned","x3",100,0.321274968999643,0.127235936032884
"415","HMC","tuned","x3",100,0.000952991535374114,0.351090058521987
"416","MHS","tuned","x3",100,0.427612390071156,0.123423405374715
"417","HMC","~tuned","x4",100,0.00687592857680504,0.0190768464203649
"418","MHS","~tuned","x4",100,0.278630027763449,0.167882304541411
"419","HMC","tuned","x4",100,0.00269934168136342,0.143808378674277
"420","MHS","tuned","x4",100,0.334552019751898,0.121800454759022
"421","HMC","~tuned","x5",100,0.0114274477503905,0.0613660151841837
"422","MHS","~tuned","x5",100,0.309252592524088,0.194381948670718
"423","HMC","tuned","x5",100,-0.00209209930970315,0.181444177833037
"424","MHS","tuned","x5",100,0.448728343007392,0.112881378046318
"425","HMC","~tuned","x6",100,-0.00641345661289293,0.0203362461478586
"426","MHS","~tuned","x6",100,0.234341083844531,0.0443757190733321
"427","HMC","tuned","x6",100,0.00177340970239781,0.0616138813629872
"428","MHS","tuned","x6",100,0.541577643250237,0.132039453075476
"429","HMC","~tuned","x7",100,-0.00435440421598512,0.0262304821452886
"430","MHS","~tuned","x7",100,0.191748407862534,0.218068889575198
"431","HMC","tuned","x7",100,0.000844698069771022,0.1661572414046
"432","MHS","tuned","x7",100,0.34064053504402,0.115852671580246
"433","HMC","~tuned","x8",100,0.0058363426359924,0.0269807964307312
"434","MHS","~tuned","x8",100,0.32128459181224,0.178026703697577
"435","HMC","tuned","x8",100,-0.00137619830872081,0.279783843418468
"436","MHS","tuned","x8",100,0.374159461906895,0.255783484485185
"437","HMC","~tuned","x9",100,0.0130491527271502,0.0290570591872375
"438","MHS","~tuned","x9",100,0.124558740051201,0.11676852517336
"439","HMC","tuned","x9",100,0.00126956689132244,0.194462267013418
"440","MHS","tuned","x9",100,0.252952989191274,0.204782377207329
